text,id,lat,lon
pretti much live huy ave,348612546795810816,53.26498233,-113.55957007
kcmyam head year away end fed,348918172503646211,56.73780628,-111.38302896
monton paint keith acto asociart coach join buchberg smith chabon dala elkin stan fb,350605562486071297,52.27530364,-113.82068475
pl say bore heart atacó die pas everi episod acción filet show ive ever sen wtf,349685376820056064,52.27743347,-113.8354121
jump basement ycflod eso hip co cxalvqj,349624214816428032,51.05997748,-114.07137624
bien went gravel busi,347885805328539649,53.39338744,-117.58083301
clean dade galera hip co pino,349939684203446275,51.040609,-114.032716
devin herouxcbc nice se much dwyer earlier today hip co vil dlpfwq,348632751295062016,51.02287417,-114.15825633
lucatos fitz nowradio guy leav cruce alreadi back work could use fre posibl,350700043080175618,53.55566989,-113.8846575
hari style amaz would understat epic wait love,349562721886412800,52.3104629,-114.071972
got best poutin monton,351550132459810816,53.45596476,-113.58761186
krill dare hahaha fel old na bala da ga menopausia no,351843364368433153,50.9619155,-114.08540328
haha roland throw bomb nation tv interview hawkswin,349361206177439744,53.27562466,-110.03648108
plus side degre cloud sky roadtriptwet,347882212529680384,56.71821379,-111.35569062
delaneyshow hey keep hooligan away lake doc,350014038236860416,50.8887776,-114.03195
plus side freshstart fridg freezer hip co mea amp,350424339746803712,51.03906423,-114.07363874
last day calgari great time western canada readi get back capit citi,348430059092189184,50.91577198,-114.06165055
mom bitch tele stop make friend peopl citi hay leav hous,351521549938987008,53.01441749,-112.8690895
alfin whew thank remain pin needl whole,347884491412488192,53.45329142,-113.53163998
kinzimorgan new song get stuck head day,351484536305090560,57.12473676,-111.62088864
want,350633283513622530,50.9736779,-113.9011764
kiwi infraestructura co monton ab hip luto,350032421367992320,53.56075301,-113.68781144
bridg en shut two line cri total mal south resultan ti howard move yesterday oil investiga,349521090919403521,53.542603,-113.49466
great cocer al weekend africa journey yes castledown park hostel africacentr hip co uabwvyc,351067198321737728,53.47134064,-113.53374131
metalgirlbuscus imagin tobi strip show,349725216475324416,51.85324327,-113.13429286
born ginger worst thing world could ben kardashian gingerproblem jefe,347932669826457600,53.48219341,-113.37686116
watch step brother home within heart,351222728214331392,55.15793891,-118.79220677
found stereo work bateria old cds young maria love oasi,348213561140588544,51.12569131,-114.25238009
schneider oh god devil,351430059216740353,52.20498765,-114.10607633
um salvan lake sunday fuck ya topl beach,350312855783997440,53.56807267,-113.57802805
thomaskep long resourc taken away get peopl back home,349024209835552769,50.82429297,-113.87189014
vaskimus insan ft ava zombi apocalyps godzilla safe sori favourit track youareagod dub wiglewobl,347934120535531520,50.72447,-113.9503
abasomji order two day ago wait get,350747138168332289,50.93900483,-114.07203097
drove southern alberta al exito high river lock rcp se sumerg hous car highway,349298043796979714,51.1306895,-114.0090039
typic back lane sunnysid por resid old home basement ycflod hip co ech pie,348267413193777153,51.05627961,-114.08450446
calgarypolic hace play role evacuación order high river,347890712987181057,51.56172562,-114.10149529
bozedonkey know fel rain yes hip co dykbxwlgrb,349569871882891264,53.51343755,-113.45934611
mrsedsheran decid emo even dres part,351237117919244288,51.10147079,-113.95032382
gilmercfr calgari hamilton wait se stamp strong flor al,350834944752369664,51.14839797,-114.21871067
friend alway loyal proverbio flashbackfriday come biblecoleg hip co bctxmzr,348153933010698241,53.25029,-110.0061
amber oh sure wil absolut love,348328548265766913,51.14510854,-114.09644665
blinkrestaur go sport local busi help stay aliv drink,350787137102295044,51.0923885,-114.15417257
rt chanteltif cheat diet tonight never fel like sh bare ate anyth funk bodi ajust yup,347937405808029696,53.72296882,-113.83033415
make wear plait shirt,349981982693933056,52.75436221,-114.3170759
eiji ay send pic last night,350829955841658882,53.49559736,-113.62879989
river get crazi high cochran pray mani alreadi afect calgari hip co zpgcdyu,347871850006732800,51.1890241,-114.47780179
danc mos would like broke falda,348559332226506752,51.17025273,-115.56893333
big countri concert hip co ejtgfni,350926840820531200,53.5398,-113.496
cameron let know time date take part,350341220653998080,51.0936667,-113.9483844
teanajvinc perfect thank lol thought jail broke phone someth,350324644248690689,53.62910984,-116.41790108
cityofcalgari calgarypolic anyth anyon help flor relief effort ycflod,347884973874888704,50.9542913,-114.0393866
bikebikeyc kelli flat tire memori hathaway centr st river tri help cant anyon els,351824151746580481,51.05096322,-114.06187168
bedford harper sledg co ordin respons alberta flow premier alison reiter frida hip veywhm,348124715455508480,53.53925427,-113.49975684
ashleymel appar yet erm never even knew yesterday,348090859708874753,51.09733199,-113.99969038
nutritionashley get utiliza bil deposit back fea like mini christma excit excelentday el ya,350708278294089728,51.68003753,-114.14749785
head morn ride rock new super feat cort seso,351357045464772611,50.06191764,-110.78010732
kelyoxford mart comentó usual reserv canica fan,348203294826573824,50.92105058,-114.07548267
justinbieb justin ur video instagram zona mil cute,348861385284927488,51.0634491,-113.97853662
flor victim media get properti tax extens mhflod hip co sus,349907916502994944,50.03676245,-110.70380366
sjleask yeah supon pretti similar although think col famili cresta armor someth,348840339668353024,54.83385072,-112.59266006
arealbf bob real go anywher neither convers,349687400001318916,53.60203689,-113.38771581
come super line larg collect yet al product custom cut high qualiti hip co jab pow,348219061089484801,53.5455535,-113.5013574
robin beat til come doubledragonflymusicfestiv,351445072530771968,53.5760619,-113.5325682
god morn charg phone se everyon,351687625486241792,53.8142975,-113.3213569
chrisnaish pardon origin hope liver friend,349375328633892865,52.20537848,-111.75787915
benlikepen love like hip co cuba mph,349033342047506432,50.92139216,-113.96113939
go tomorrow wow rapero,347903310205968384,56.75696262,-111.47969147
bh ca kid cocer fundrais colecta red cao relief fund great job parent échele ycflod,348888864762515456,51.06344702,-114.11456297
hay birthday karma evil brother lol hip co hxauxsmhi,347921027277406208,56.72955877,-111.37762754
markmcfitzi ya zona real interest ned everyon stay healthi perhap deal made season wow day,350037319354564608,53.56778344,-114.29041341
morinvil mayor lose bail cancer famili paul krauskopf confirm hip co pai expli,351470218155003905,53.53925427,-113.49975684
water read time clean calgarystrong believ destruct humbl,349668062485688321,50.87785294,-114.03633354
breast ful chocol milk caus fuck black guy haleycut woah,351601741076242432,53.67867789,-114.34972374
appar ablo busi pretti el talk twitter world glad rede hip co dkwqitbamb,348319551475306496,52.2396901,-113.780117
bob stalker tri calm fan yesterday understand get ant realiti judg jul,351732986745585664,53.6064643,-113.3799235
suppos drive car hunger,350628440761831425,53.55509836,-113.41304359
markramirez fuck wish work today forgot turn alarm,351691726936752129,51.07366,-113.99111
finish lunch fatburg útil best burger yul lethbridg hip co wori om,350343228081446912,49.677338,-112.801407
shot nickel parent stand awesom clear nervous,348634279837827073,51.1897364,-114.4777075
thought prayer go everyon afect ycflod stay god spirit know al think,347964570758955008,50.94783264,-114.12004319
love wake golf make fel like back home victoria icomefromtheislandman,348816035027222528,50.94207541,-114.03866803
moment tatooin desert watch mother die felt never fre happen,350562582760914946,57.96,-115.271
theofleuri might el haha,349364640054124547,51.03754518,-114.10734213
know zona end watch one tre mil al night,349772051629883392,53.51434031,-113.55202961
scotsmcbot ashley god point wrong asum read begin haha,350758388902268928,50.90771618,-113.93974136
stolen elbow river park leash area hip co pxjdyin,348886307709284353,51.01181666,-114.09563111
brazilstat god point think jo ben play quit el put,348172368956497924,50.90152313,-114.06329158
brain great goal kelli boston,349325397076348928,53.5237341,-113.6629398
day rage serious hurt along pis,350345205351845888,50.98602043,-113.96391647
thank drink tonight imrfabul,351580488005197825,51.036632,-114.0412831
interest entabl locat tweet bang,351066953005281280,51.18194883,-115.56256496
hm mayb kd want ok take talento la lebron bandwagon ayer chuck fan cocer player,347925697009958912,56.34897447,-111.58212813
amylaflech los like gorgeous drive hope al el,348895602802823169,49.6928717,-112.80048639
scram goal crawford let aw raso round one no chanc,349379754023067649,53.51511284,-113.58134011
anoth soy day grand prairi wil rain stop get back work,349955893049294849,55.20155002,-118.7853684
near sound like redim,349461629664112640,51.61050566,-112.9523208
tenshi cityofcalgari word evacu chaparr vale kinda sting right river bed newcomun,347877785810911233,50.88543596,-114.01710092
douchebag kane cup zeterberg yay,349363811884605440,51.12572923,-114.25246197
river food th ave break inflam boat,347962293893603328,51.03497,-114.07061
premier bedford thought famili el,348236574175141888,53.36907696,-112.65190903
jacquiebecket come help get two anim,348124830756917248,50.94364797,-113.98509551
linetrash wal site earn fre stu,351779618044395520,53.0241077,-112.834728
made diner staceybotycamp crab stuf salmon zucchini cake hip co sudor zha,351134192194695168,53.54999369,-113.5311481
real liam payn hi,348507380515995648,51.09231875,-113.9387507
ford recal car sus fault safeti lock read explor taurus hip co ptuvqi rey,350689947176542208,53.53925427,-113.49975684
susan whitney fuck bitch franki control,351557885123248129,56.75656972,-111.46008949
crash helmut no les teamcanada,349199361261060096,53.54169191,-113.2631492
great st quarter skroughrid keep presum riderfaninoilcountri,351071297914159105,53.28043239,-113.54592726
omg fuck hard,349971494945828864,51.55772671,-114.10254834
watch glorious bastard brad pit insan lol godmovi,351830844597469185,53.26483431,-113.59651981
taco roam around new son season urban district south health campus hip co seem buzz,351777817895256067,50.88381349,-113.94873619
chandler hey bring sandwich,348084530307018753,53.52349421,-113.43036708
shel best luck,349269260725522432,51.21243772,-114.3122455
michelersauv roastedfresh one around thing chang,348922585427349504,50.06050686,-110.65860861
dawker man sex bicycl lose seden hip co wc saw edielack evid fugit,350473917330239489,53.48943649,-113.66938412
braydonep god point gram,347880054820315136,49.69275781,-112.83703737
think number shemightbetoyoungforyou,350032736116936704,51.0591714,-113.97723645
matdgolf shame stirl wtf sori last night wear,348480997576302592,51.04698953,-114.13370875
cfhorgan ask question trudeau prever media protectiva jt futur pm nerd abl lok self,350062724513923073,49.99549653,-110.67404767
come goali get rate nal,349357249896001536,53.4513805,-113.58742713
sarahlapc laurenzafino shayjacobson love run stair great,350057988565893120,54.4853305,-116.6579149
rica beber luck next time kid rudi champ,348909630312812545,53.41129675,-113.39379134
toga lol,347948296553246721,50.98315472,-114.01897499
burlona smith bring exact gotcha,351444061036617728,53.5263717,-114.1727845
calgari flow line up janeway grocer store everyon get water avail one hip co pho dio,348276233143984130,51.0453246,-114.0581012
por zo anim ycflod,348128060983345153,53.59612316,-116.41052507
tok tour around decor nightmar near stamper ground okay ish us zona stick,348190668138618880,51.0392572,-114.0803772
cab driver last night thank,350628246347460609,53.55504688,-113.41293968
ugh wish actual gave shit son,351126264867848193,55.18782647,-118.81962367
like hockey,347882693213683712,53.59931218,-113.37833997
impar would great ben told onlin form option somewher min apologis sugest,349274238760394753,50.90657118,-114.09027093
madisonmari carib rasta player hand,350875591152648193,53.5347479,-113.45247937
true say guy big fe ya run fast chino nail palac hip co qin sywqa,351064068691472384,50.99003338,-114.07052547
foxnew food mil forc home calgari hip co lcfxhwdv ablo ben crazi pray peopl,348816949104488449,49.69759469,-112.7827663
imakeupgirl sure stay coast,348308435659522049,49.6917526,-112.81892498
help everyon someon,348323268056461312,52.2397216,-113.7800401
wake tema futur run mind vivid clear sensacion come work focus,348742327092797441,50.97159992,-114.07775396
watch black boy make hay,350084151849910272,51.10693353,-114.2070711
cera posibl cal emerg meet downer board manag wedgewod,350056997707726848,50.91529862,-113.9607351
nicol movi premier im child,348640891298250752,51.1453689,-114.188281
gas power stick never run,350295800586305536,51.00743701,-114.14536464
mileston calgari ab hip co kc rv jw,351067514177982465,50.9524253,-114.06930685
rhubarb pie garden fresh arrest today maison hip co ycfbtglonv,348670700556537856,51.10968781,-114.16072845
traceybregman rt pis canadian time lend hand alberta nerd help donant co amxhfouiql,348479341291778049,51.08445941,-114.09584613
kodiakingmus wana go home bad would anyth,347960350769037312,51.03492203,-114.10042126
er ukulel go tune play cuz piec shit ned new one,348175173029076994,51.05805806,-114.01602979
homeswetyeg phunphunphun would definit put street bridg fe away,348080742686924803,51.04640605,-114.07709624
spent minut walk around target look shower curtain find proced regal cassi tale search,351798125930872832,53.5205696,-113.4571694
mother told year ago must mari no mean man lol nekytight rememb,350072187463548929,51.08327926,-114.00325326
sydniecad come visit son vitali wes kelferand st final gentil fli back salvan super,348128393935597568,52.36765651,-114.22318216
bici isnech hombr clasico exampl pretti al fake shit shank,348627447832522752,50.02777071,-110.70871143
calm drew elin said padawan zahe way anoth asteroid right starfight,350039739056930817,54.709,-112.0
andrewnevil game met ya say hour,348479237604376578,53.5585662,-113.3135666
thing second help tahir might rede eye futur law,351392229207707649,56.622,-118.854
ford ram water blondegirlfriendprob,351820212594688001,53.53067034,-113.64782477
sad sight look sandi beach britanica dog park pic hip co hcfxql tez,350663808483741696,51.01027144,-114.08199949
wish friend would wake could go get cora con riseandshin,348833075892985856,50.96939527,-114.0933246
beguin wil pint drama one day hope new downer chang much,349623047529037824,53.51306005,-113.4590815
kaylaroyl want play nal draft would watch stop captainsunshin,351465846767501312,51.13495149,-114.20665439
brickbryden backup dancer,349897693813932032,53.48061978,-113.67443028
redneckmomi yeah despid charg much probabl les cent popcorn,347934587546124289,53.45628046,-113.58722548
myleatherjacket ben use trick told last super keep bubu col ice pack frozen water bote thank,351830638120271872,51.03502372,-114.07728207
bison willi paralic elk island nation park hip co lxuflupru,349927466833428480,53.5741615,-112.8395462
final get back normal routin subjetivo asumir ever,348270577510936576,53.55498319,-113.41290874
watch fer bs potenci,348629789613109249,53.42378901,-113.46018469
frida night diz encor transport west monton mal hip co ad zgwox,348914235130118145,53.52246446,-113.62242937
unum kid,348176271727009792,51.09412937,-114.05342509
mr kung trofeo wyzewon omg late post made day im hide go se core tonight,348895098286772225,51.05279024,-114.04977808
pooka stamper parad alberta hip co rey luz,350642675491434496,52.6755902,-113.59327071
talento monada state nal readi easi exercis conecta dos voila hip co amor fat,350875861114818560,51.04839287,-114.05940132
factsionari everi day sun evaporars trillon ton water el al ab nerd visit long one,348272024646455297,51.0619453,-113.9654757
wow bufalo resid receiv flor fund wil abl alli find hip co lbnelalnet,351095745283231744,53.53925427,-113.49975684
fist furi ashleyesqueda great podcast guy dreidel,351126033627484160,51.15315315,-114.09902872
anyon know go get evacuad cityofred rede,348078827135705088,52.27530594,-113.82066366
chelsea el least one work hanov fuckingkilroy canihaveanap,348520810241196032,53.94228792,-113.59613509
sydneyanderson give back job fire guy chose take trade replac,350992464196272129,53.5233337,-113.4937566
parent talk hotel las vega histori mayb stay hope haunt one,348261908580794368,51.8531587,-113.13444134
cityofcalgari remind al cae cathol school board close pleas rt let children know ycflod,347952099365097472,51.1260995,-114.1988329
might crep vote town newleaf hip co omekfj,348507580496224256,52.37805296,-114.92484101
aruningtal nickimonilaw want start weekend,349727045577740288,52.30138428,-113.81980081
backstrom boy kelyandmichael morn complet,349902068410089473,50.91273565,-113.97483673
fatbobmonbeam jt pensadosplac no sure check real quick,349320913910640642,53.48465458,-113.5053928
faith vodka rain fuck potato,347985330969927680,51.28985797,-114.03429355
hi premier bedford think alberta govern ben great job asistir peopl hip co ze goku,349240804012863489,49.70649095,-112.8998516
tel al school brat vacat mode mal park lot zo,350697462882779138,51.1033375,-114.0437995
big cat almost made hous calgari zo could move hold celo hip co no death,348070818611359745,51.04839287,-114.05940132
medhatpolic peopl como sens polic ned get alreadi hip co jdxvbfx,348897837217628163,50.02501356,-110.64180968
ycflod tropel guy ese copia dope piza citi worker ycon hip co naxueor,348643778694881281,51.03876,-114.044213
ils respect cultur julien,350687453704757248,51.08270637,-114.17591369
lindaewaschuk twin broke,348279829629644800,53.4735163,-113.6462259
doubl fist technolog lunch romanc boston piza hip co yum sirv,349603435567529985,53.541093,-113.503244
cbudszi thank chris time fort much apreciart trevor jarvi work schedul teach thankyou,351088115487735810,53.53441901,-113.51385184
frenchpresm move away calgari forgot amaz tenshi air,348308825952116736,51.06074395,-114.13960139
ils claudvandamn told allow drive car,349695305257730050,51.12568509,-114.25227776
lisamcgonagl baxfotbalguru true teacher volant polic firefight al circl influenc,351845953248038915,50.8907295,-113.970201
hangin fishcal hardison alberta waitin rain fish lake hip co sms nl,348575741652381698,52.6775,-111.35333333
cariedolctv check nationalpost emmelin wil se respons defenc comen,350697814541598720,53.6014088,-113.3782747
move medicin hat super nervous excit,350383246401470465,51.0628847,-113.4080467
mnwildgirl shock much get return hay lou,351540111047016450,53.48961842,-113.66925295
realiz vecinito open bote apophi red touch whoa,350473850540142592,52.23107532,-113.76144105
white ave last night didnt get taco im becom want noth,348466550174527488,53.46519114,-113.53080207
cacharon lowetid friedgehn al want seguir no rainer oiler pick,351179330602287104,53.42538271,-113.89919563
egyptian cal presid buster masiva protest tahir squar thousand oponent soport hip co gm cu nabo,351392199906295808,53.53925427,-113.49975684
mudan rse go cog claus mayor put power play icearizona,350864147396820992,51.04607991,-114.07656303
fuck pc twitter take long load like bitch use pic whatev fuckin fagot,349402765287628800,53.59730073,-113.37738646
hailey mean kevin glen,347931670684524544,51.26684,-113.98786
tasti pero el tri drag level beat experi,350757100764401664,53.5233929,-113.493524
jrmcrank mental gas get impres overwhelm easili,351553518357848064,53.6014411,-113.3782626
hope everyon fantast canada day long weekend canadaday,350991170618408960,56.1064177,-116.99477618
tell right stakhovski take feder,349957479054065664,53.49055391,-113.62585384
fuck anyth everyth close water fjdjdhfdkskgjf,348545271107579905,51.15207328,-115.55922958
go kristenhamiton jamaica canada place hip co ocho onda,349947009261768706,53.54280659,-113.48679543
ben travel estarian year much like stationari torontonian wil never acepto albergan,350850120729886721,56.75647308,-111.46153239
forgot much hate calgari,351098369491468288,51.08388447,-114.09147028
watch matchgam comedi guy yeah hundr real god mayday make shift,348862945989648386,50.92454723,-113.94764566
stueysplac physic chang mental sex partner,350728309312720896,50.2455304,-111.1875717
whenev sound electronico band know feedback purpos fault,348541042485760000,53.51768763,-113.49134223
realnikw hostel,348094389765165057,53.5150683,-113.5774642
kathnieltwep imagin dj power hug kath yoko gusto ko mis th hip co kjsfpkyt,350994876042711041,53.59655845,-113.4913053
say ya know,350815759259271169,51.0423691,-114.0874364
urbangrocerleth explain take busi spot move cal depart like ignorant,350774317056925696,49.69274625,-112.83707748
walk old follow along enjoy smell way give time tweet hip co gkgphpsfw,349902328557613056,51.05429584,-114.14803942
gerda sacan wrap might el caleb satan hand even guapo certificó,349599734513672192,53.46340357,-113.58299388
way go rider awesom sanborn got wil,351107956009467904,53.55949022,-113.47552657
first product brand new tvcontrolrom live news ctvcalgari hip co act,350684117098172416,51.05907409,-114.17061401
samjackwolfcarn lizzi schjanet lucki fel love bestfriend back way,349203188353748992,51.0383485,-113.9784144
steve whew get exhausto hahahaha,348968584971681793,53.56138169,-113.26965399
want teach leon worst kind way,350843548733685760,50.02777071,-110.70871714
madiedach sami sandman brianabaenk let go celebr parti lego,349361206068396033,52.26924062,-113.77076519
got perscrid antianxieti pie today side efecto incluy high fuck point amnesia highrol popinpil,350061012680065024,53.085858,-113.4834099
franticali build duke mision ablo hip co ya golf,347878718003359745,51.02947113,-114.07349093
fan steiner ew boxer big thunderp ned throw acid eye visual never come yuck,349985263210070018,51.10797705,-114.03867164
katinthehat il se caz friend told might go tom,350852651744886784,53.4660948,-113.45537
mandril accord eye wit,348110593900822529,51.04898646,-114.08346977
fantast atmospher vagabondb pic hip co ri rico,351122418443640832,51.041232,-114.053625
oficialdanyt wow great job,350712126706434049,49.58437557,-114.16276936
michelerempel saw tv thank stand front line communiti tough time,348242330555392001,51.12355999,-114.07805453
go make bad person like church god,351584782737604608,50.88618216,-114.04979086
time thompson hey jordan forget tel al love stan discount card ami dope tonito tan,351823976802160640,50.02634456,-113.5621753
michael appar watch old episod numb rs,348901750788456449,50.92075967,-114.02939542
im laugh hard new hous guest jud acento lone kilo piza deliveri guy tho,350489125029285891,53.6233515,-113.5309186
ps ask beber final thank chi bos nal,349387877559443458,53.4236464,-113.46010747
útil wish hope garylevyonlin come monton one bucket list item met glitergang,351072903548252160,52.97134588,-113.36594191
seguir said hot no big deal,349325560868126721,51.12575637,-114.25248502
scotgruenwald nitegirl gac explain neon orang,351493335128621056,51.85313158,-113.13417027
calgari make stolen river ponerl downtown core power could acto day hip co bu te,348483224726560768,53.53925427,-113.49975684
fel like person world think north ador name dime,350354054649618432,51.20397765,-113.99245979
thank friend auto hondacanada civic ture first impresiona hip co klxqtoqc honda,348616950173282304,50.916624,-114.12069
new pet cow set sient love seven mis bestfriend natur hip co cbgb,351179421643845632,56.23364721,-117.33627474
thepartaybroni finish film yet od,349063194263838720,51.01006125,-114.20126739
clowntownmayor ig flower prefer hahaha,347926520792236036,53.62372676,-113.61320737
jode oilersrumor potenci huski get us second round pick prospect know,351058804554743808,53.24016351,-113.54960103
bow river hathaway inglewood hip co hqnpyvihyk,347899273561653248,51.0442812,-114.0335164
judibahl bad tres probabl give credit chang eat habia serious easi,349008572203532289,53.51528314,-113.28198306
johnynodrama fam,348438963842863104,53.56116832,-113.51196713
andrewberkshir ugh al horibl love place much swing destroy break heart,348162156149235712,51.12580622,-114.25271087
opposit sex even lok wil probabl kick sun shine boysaredumb cluelesb,349257743959461890,50.92137437,-113.9663324
wed serious test abil tres,348132597542576128,51.00130986,-114.08776123
enjoy breakfast morn mikelakemp benefit autismedmonton artur everi minut hip co pue alex,348519306902007808,53.6263545,-113.4848904
perfect exampl wrong america gov huckabe poster dick luv tweet lol hip co ia yrhduh,350120051086589953,49.69287724,-112.80049079
drianrok follow link hit icon open get lol thank ike im watch note,348648889986981890,51.0362736,-113.981056
beauti day bike ride,351402710576271360,51.03907085,-114.21121033
paranorm yeah get lot actual beber,350450851720073216,51.85318611,-113.13437169
hula hope water gun jumbo jenga bean glow stick ber bong snorkel pirat hat shit ton boze fuckin bonstock,348524031458304000,53.53663769,-113.61762365
hay girl priest,349351231577260035,53.55533159,-113.8805406
idiota org backup server remot main oh bufon caleb algo no work coin jean,349195973538492416,53.54168522,-113.26315252
cpbabarab milktigerloung first pacheco,351214137189212160,51.03789171,-114.08678162
yep fish creo park flore god thing brought life jacket flor ycflod hip co qhaqvqjgn,348233546575515648,50.89905361,-114.01653215
hour day ran packer hardison travel riley sat hoy striper hip co heil ha,350482017684692992,53.36686626,-112.68301469
us today watch canada day race simula follow along al result horserac beicon,351804374374285313,53.53777179,-113.49497641
stevemartintogo útil fit,351089774859255809,50.96991544,-114.09065355
appar someth go polic north side tim horton th yul leth local news leton,350443518755475456,49.6755909,-112.8102456
think beber altern beyonc song run world girl would asian,351501789398437888,53.27761367,-110.03884423
perfect swim horsesho lake jasper travelalberta hip co pknrjf bip,350739592711905280,53.39904703,-117.59228341
thelisavarga castonchri heard unfortun ben prodiga son long learn experi,349636546372186112,53.5132903,-113.4587057
break ah prove mision shop open donativo ycflod victim volant globalcalgari hip co el method,349589082915078144,51.03416223,-114.09236178
heifertest cbcalert no bodi recoger yet accord rcp creibl report point,348103081008984064,50.60122218,-113.83546256
reapersplac kind hard believ close blairmor morn,347927628558249986,50.71122652,-113.97021105
instead work tomorrow stay home cor cat bote wine watch bunch old school movi,347937539115606016,51.07949443,-113.93474458
sting deck hous grew girl listen bird col morn nice,351333383525236737,49.69018959,-112.87658254
awdubreuil like intro song,350058451751284736,51.0904303,-114.1259205
cher copia ave elton tear neighbor away basement ycflod hip co ekesjbm,348998955557871616,51.030338,-114.063289
break calgari comuniqu go back home today detail globalcalgari yucflod ablo,348445521842696192,51.05759945,-114.06049529
introduc swag peopl murder,350787952856674304,50.89790947,-113.96239667
love spot romant photo shot rj dick mother memori park hip co xvxmnbcm,350083340856074240,53.53719867,-113.50050135
hate wish life away hurt june st,348888720172257280,57.24393539,-111.43112796
wait til pm long day whole lot fuck al,349541762974482432,57.1702716,-111.59137719
second escap pod,350852385939275777,53.411,-112.928
honour rose got first hit day brote,350736224094404608,53.5347111,-113.4429022
ipeonsubway eh el find monda,348303253668237313,53.388859,-114.225986
strang time leav town hour evacuación cal ycflod,347944602998804481,53.42522962,-113.9968042
lmakeila une,347957018356768768,51.14311235,-114.16921309
rico centr famili well calgari ab hip co ulzlfhb,348475931716907008,50.95170836,-114.05907278
smith ya decid didnt want work llame hand dor break finger dimbulb rghockeyrink,349553426696388608,53.479009,-113.5120824
hain give lot higher probabl calgari polic headquart hip co dar eb,347868627036434432,51.09771057,-113.97075551
jengotclasna ariesterm chang sinc tequila ber drink,350105378878533634,56.67594661,-111.33967861
calgaryherald nationalpost mayor monton pue advertis sure wil funk,350693779101069312,53.6014326,-113.3782168
ad split open sea speak ran behind jaw templ acción head casita,350682471148437505,53.92,-112.472
thesonicgek easi,349752457154396160,51.01596122,-114.21514811
cenobyt cae jay like way think,351070409325682688,53.56274809,-113.54538321
alexmcintosh nice pic alex board,349273070139228160,50.0350391,-110.6861141
enjoy old hoy webdacat oport montreal hip co jtpgzi ue,348804418797441025,51.08757354,-115.33918993
parquin figur rout orden road posibl no idea cao bow elbow bike,348497529341607937,51.03143543,-114.10272421
freakin hate buy nois mosquito around ear,351249022163488768,54.12713551,-115.78581899
like boat guy,350120020501733376,50.89052534,-113.96614823
thank chexsport donativo colectivo donacion high river lacross tema guy amaz,349585038247071744,50.94885914,-114.08582272
close finjo open sushi gris hip co xhjisus,348190518372605952,50.99021,-114.07215
special place hel calgarytransit driver quick drive peopl útil tri sit fu,350267415130677249,51.0875928,-113.9889822
watch new video hip co gay hu hab,349556414454304768,53.39203119,-113.72396104
aruningtal job remind,348295866018299907,52.30163454,-113.8200434
lidear tom cruis fudg packer,351118751304925184,50.99523757,-114.07326605
warp pc tirelesli work help comuniqu repres ghoul say ablo hip co lakh jt,348965452501893120,53.60214203,-113.02996025
mrwclarkson air thank wil definit post pic get excit,350610843513262080,52.3845365,-113.78056835
robas everi girl thought like,350139246193029121,53.388859,-114.225986
ned get case,351183058663243776,51.07804934,-114.09071937
finish bowl braz dillo vintag wine winemak echo base hip co kfiopxdmb,349009837100785665,53.49934874,-113.51113253
much testosterona air no unicornio lol whadupguyseverywher madison,351491061161533440,57.27132689,-111.09366748
coachfrank darendreg frank would leav huge hole centr em real se oil trade wagner,348942079067566081,53.6014382,-113.3784036
ugh proud heartbroken decid,349360424568893441,51.12569943,-114.25237824
pleas big brother season premier parti,349975665589755904,51.13056081,-114.13243751
cruis hoy vitam chino lake plane hip co refrán,350645214475583490,49.73004139,-112.80984879
mind general marat,350034728591687680,53.52273875,-113.62687438
long thing becom normal kind question half citi water cours go take time,348501272766332928,50.97393298,-113.67242482
jafric ya hear reach bad bite huge mitch rash bump get readi bred stagnant water mosquito,348551051630243841,50.90663864,-114.0902799
salvan lake beach ab other hip co zl,351498015372099586,52.31036778,-114.09808159
pick son hope suban nhldraft,351477348278878210,50.92475876,-113.94743068
go packard caleb kyle other pic co drtqpmu,348660816851124225,55.16313,-118.79292
tenshi necio distra centr thank shout apreciart continu sport,350795076278034432,51.00048866,-114.11455014
designó wish mis st ladieslearningcod next sesion,351007890397609984,53.36556516,-113.40698839
dominatrix casual frida outfit bow mar hip co ku yo,348633884277211139,53.51607372,-113.60839849
wana listen homi album son vale home,350086033225953281,51.0591194,-113.97719814
tenshi done mayor calgari come monton thank,350381750280650754,53.48854425,-113.41420101
ap hernández list major nfl player resto hip co tor uqe,349968408445583360,50.99270654,-113.95774197
return hous,348869250875801600,51.14308678,-114.16928078
beauti calgari sunset tonight love albertasunset natur hip co lo role,349380225005670401,50.90650846,-114.09017224
takin easi saturado night figur il partir hard enough next weekend day torontoprid lay low one,348679053563285504,51.03730601,-114.09922492
ned someon go crapytir pick shop vas extens coro forget ablo bang,348162524547518464,51.17233995,-115.57509221
coexisten rode amaz,351144730060533761,50.88822277,-114.08681162
sherlock style epic cheat meal god idea go explod,350857174177689600,50.9149296,-114.0952981
tronasaurusrex dri ginger purs gave away,349730074490175493,51.05871031,-114.04230003
aronistoplad god mind blow honest say no,349575580729098241,51.01588981,-114.21496679
kelyhrudey love buey suppos use one bote justformen time,349348450082623490,51.12309,-114.17636
sound check al done se ya son canadaproud showtim hip co qijbezfjq,351826744224907265,54.26963177,-110.7796474
canada day long weekend parti hip co eoespr,348932687899275264,50.0392878,-110.6708759
